Distributor,Supplier,ProductName,Category,Standard,Internal_ID_Reference_Number,UCLA,UCD_H,UCB,UCR,UCM,UCSC,OG,CH,FT,RAC,AGA,AWA,GAP,AHC,MBA,WWF,MSC,OWR,SSB,SFSC,SP,BFC,BBC,FAC,SPP,EFI,MWD,BAP
US Foods,MONARCH,"TUNA, LIGHT SKIPJACK CHUNK IN WATER CAN SHELF STABLE MSC",Seafood,Marine Stewardship Council,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
US Foods,PANORAMA MEATS,"BEEF, PATTY GROUND 80/20 4:1 ROUND ORGANIC GRASS FED RAW FROZEN",Beef,Grass Fed; USDA Organic,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
US Foods,RUDIS ORGANIC BAKERY,"ENGLISH MUFFIN, SOURDOUGH 2 OZ SLICED ORGANIC TRAY FROZEN",Bread Products,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,RUMIANO,"CHEESE, CHEDDAR WHITE MILD SLICED .75 OZ 4X4 ORGANIC PLASTIC WRAPPED REF",Cheese,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,RUMIANO,"CHEESE, CHEDDAR WHITE SHARP SHREDDED ORGANIC VACUUM-PACK REF",Cheese,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,RUMIANO,"CHEESE, MOZZARELLA CHEDDAR BLEND SHREDDED V-CUT GAS FLUSHED REF",Cheese,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,S. PELLEGRINO,"WATER, SPARKLING MINERAL GLASS BOTTLE VARIABLE CARBONATED SELTZER",Soda,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,SEA WATCH,"CLAM, OCEAN CHOPPED CAN SHELF STABLE",Seafood,Marine Stewardship Council,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
US Foods,STOCK YARDS,"BEEF, PATTY GROUND 80/20 6:1 ROUND 3/4 THICK NATURAL RAISED-W/O-ANTIBIOTIC",Beef,Antibiotic Free,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,THIRSTER,"MILK SUB, OAT ORGANIC FORTIFIED ASEPTIC CARTON SHELF STABLE",Dairy Alternative,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,TYSON,"CHICKEN, WING 1ST-&-2ND-JOINT BREADED 9-14 COUNT COOKED FROZEN",Chicken,Antibiotic Free,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,WILCOX DAIRY FARMS,"EGG, HARD COOKED PEELED WHOLE CAGE-FREE REF DRY PILLOW PACK",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,WILCOX DAIRY FARMS,"EGG, HARD COOKED PEELED WHOLE CAGE-FREE REF DRY TWIN PACK",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,WILCOX DAIRY FARMS,"EGG, LIQUID WHOLE CAGE-FREE PASTEURIZED BAG-IN-BOX REF",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",CREAM-MANU/HEAVY WHIP CLOVE 9/1 HG,Other Dairy,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",HALF & HALF-CLOVER 16/1 QT,Other Dairy,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-1% HALF PT CLOVER 50 CT,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-2% HALF PINT CLOVER 50 CT,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-CHOC NONF HALF PNT CLOV 50 CT,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-LOWFAT 2% CLOVER 4/1 GL,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-LOWFAT 2% CLOVER 9/1 HG,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-NONFAT CLOVER 9/1 HG,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-NONFAT HALF PINT CLOVER 50 CT,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-WHOLE CLOVER 9/1 HG,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vesta,"CLOVER SONOMA-PETALUMA, CA",MILK-WHOLE HALF PT CLOVER 50 CT,Milk,American Humane,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
Vistar,LIFEWAY FOODS INC,Kefir Organic Strawbery LowFat,Other Dairy,Organic,LWF00348,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Vistar,WILCOX FARMS INC,Egg Hardboiled Organic 2Pk,Oil/ Vinegar,Organic,WLF99000,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Vistar,YERBA MATE CO LLC,Drink Sparkling Cranberry,Produce,Organic,GYK33335,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Vistar,YERBA MATE CO LLC,Drink Sparkling Grapefruit,Produce,Organic,GYK33325,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
